Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Names (ordered locus)	Organism	Length	Gene Ontology IDs	Transmembrane	Intramembrane
Q55928	reviewed	NADM_SYNY3	Bifunctional NMN adenylyltransferase/Nudix hydrolase [Includes: Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1) (NAD(+) diphosphorylase) (NAD(+) pyrophosphorylase) (NMN adenylyltransferase); ADP compounds hydrolase (EC 3.6.1.-)]	slr0787	slr0787	Synechocystis sp. (strain PCC 6803 / Kazusa)	339	GO:0000309; GO:0005524; GO:0005737; GO:0009435; GO:0016787; GO:0042802		
Q59998	reviewed	ATZN_SYNY3	Zinc-transporting ATPase (EC 7.2.2.12) (Zn(2+)-translocating P-type ATPase)	ziaA slr0798	slr0798	Synechocystis sp. (strain PCC 6803 / Kazusa)	721	GO:0005524; GO:0005886; GO:0006829; GO:0015086; GO:0016020; GO:0016463; GO:0016887; GO:0030001; GO:0046872; GO:0055085	TRANSMEM 108..128; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 141..160; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 168..187; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 191..210; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 345..363; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 370..387; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 672..693; /note="Helical"; /evidence="ECO:0000250"; TRANSMEM 702..717; /note="Helical"; /evidence="ECO:0000250"	
P55037	reviewed	GLTB_SYNY3	Ferredoxin-dependent glutamate synthase 1 (EC 1.4.7.1) (Fd-GOGAT)	gltB sll1502	sll1502	Synechocystis sp. (strain PCC 6803 / Kazusa)	1550	GO:0006537; GO:0015930; GO:0016041; GO:0019676; GO:0046872; GO:0051538; GO:0097054		
P72659	reviewed	PNP_SYNY3	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp sll1043	sll1043	Synechocystis sp. (strain PCC 6803 / Kazusa)	718	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006401; GO:0006402		
P72827	reviewed	FUTA1_SYNY3	Iron uptake protein A1	futA1 slr1295	slr1295	Synechocystis sp. (strain PCC 6803 / Kazusa)	360	GO:0031676; GO:0034755; GO:0046872		
P73093	reviewed	PYG_SYNY3	Phycobilisome rod-core linker polypeptide CpcG	cpcG cpcG1 slr2051	slr2051	Synechocystis sp. (strain PCC 6803 / Kazusa)	249	GO:0015979; GO:0030089; GO:0031676		
P73204	reviewed	PYR2_SYNY3	Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 2 (LR30)	cpcC2 sll1579	sll1579	Synechocystis sp. (strain PCC 6803 / Kazusa)	273	GO:0015979; GO:0030089; GO:0031676		
P73302	reviewed	KAD1_SYNY3	Adenylate kinase 1 (AK 1) (EC 2.7.4.3) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase 1) (Adenylate monophosphate kinase 1)	adk1 sll1815	sll1815	Synechocystis sp. (strain PCC 6803 / Kazusa)	187	GO:0004017; GO:0004550; GO:0005524; GO:0005737; GO:0005829; GO:0009123; GO:0009132; GO:0016310; GO:0044209		
P73390	reviewed	PHAC_SYNY3	Poly(3-hydroxyalkanoate) polymerase subunit PhaC (PHA polymerase) (EC 2.3.1.-) (PHB synthase subunit PhaC) (Poly(3-hydroxybutyrate) polymerase subunit PhaC) (PHB polymerase) (Poly(hydroxyalkanoic acid) synthase subunit PhaC) (PHA synthase) (Polyhydroxyalkanoic acid synthase subunit PhaC)	phaC phbC slr1830	slr1830	Synechocystis sp. (strain PCC 6803 / Kazusa)	378	GO:0005737; GO:0016746; GO:0042619		
P73574	reviewed	FABG_SYNY3	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase)	fabG slr0886	slr0886	Synechocystis sp. (strain PCC 6803 / Kazusa)	247	GO:0004316; GO:0016616; GO:0030497; GO:0051287		
P74430	reviewed	NADK2_SYNY3	NAD kinase 2 (EC 2.7.1.23) (ATP-dependent NAD kinase 2)	nadK2 slr0400	slr0400	Synechocystis sp. (strain PCC 6803 / Kazusa)	305	GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0016310; GO:0019674; GO:0046872; GO:0051287		
P74432	reviewed	IXTPA_SYNY3	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	slr0402	slr0402	Synechocystis sp. (strain PCC 6803 / Kazusa)	194	GO:0000166; GO:0005737; GO:0005829; GO:0009117; GO:0009143; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0046872; GO:0047429		
P74653	reviewed	PHYK_SYNY3	Phytol kinase (EC 2.7.1.182)	vte5 slr1652	slr1652	Synechocystis sp. (strain PCC 6803 / Kazusa)	233	GO:0000166; GO:0004143; GO:0005886; GO:0010189; GO:0010276; GO:0016310; GO:0033306	TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 56..76; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 96..118; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 122..144; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 172..192; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 213..233; /note="Helical"; /evidence="ECO:0000255"	
P74714	reviewed	UCRIA_SYNY3	Cytochrome b6-f complex iron-sulfur subunit 1 (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 1) (ISP 1) (RISP 1) (Rieske iron-sulfur protein 1)	petC1 slr1185	slr1185	Synechocystis sp. (strain PCC 6803 / Kazusa)	178	GO:0005886; GO:0009496; GO:0015979; GO:0016491; GO:0031676; GO:0043231; GO:0045158; GO:0046872; GO:0051537	TRANSMEM 17..36; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01335"	
P77962	reviewed	GLYA_SYNY3	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA sll1931	sll1931	Synechocystis sp. (strain PCC 6803 / Kazusa)	427	GO:0004372; GO:0005737; GO:0005829; GO:0006565; GO:0006730; GO:0008270; GO:0019264; GO:0030170; GO:0035999; GO:0046653; GO:0046655; GO:0070905		
Q55158	reviewed	RIBD_SYNY3	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	ribD slr0066	slr0066	Synechocystis sp. (strain PCC 6803 / Kazusa)	368	GO:0008270; GO:0008703; GO:0008835; GO:0009231; GO:0050661		
Q55393	reviewed	DFA1_SYNY3	Diflavin flavoprotein A 1 (EC 1.-.-.-) (NADH:oxygen oxidoreductase) (SsATF573)	dfa1 sll0550	sll0550	Synechocystis sp. (strain PCC 6803 / Kazusa)	573	GO:0010181; GO:0016646; GO:0046872		
Q55469	reviewed	MURE_SYNY3	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE slr0528	slr0528	Synechocystis sp. (strain PCC 6803 / Kazusa)	505	GO:0000287; GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555		
Q55504	reviewed	GLMU_SYNY3	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU sll0899	sll0899	Synechocystis sp. (strain PCC 6803 / Kazusa)	456	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0019134; GO:0031470; GO:0043886; GO:0071555		
Q55512	reviewed	DHAS_SYNY3	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd slr0549	slr0549	Synechocystis sp. (strain PCC 6803 / Kazusa)	338	GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266		
Q55629	reviewed	LAADH_SYNY3	L-amino acid dehydrogenase (EC 1.4.5.-) (L-amino acid:plastoquinone oxidoreductase) (L-arginine dehydrogenase)	slr0782	slr0782	Synechocystis sp. (strain PCC 6803 / Kazusa)	471	GO:0006527; GO:0016491; GO:0031676; GO:0046872		
P15819	reviewed	PSBK_SYNY3	Photosystem II reaction center protein K (PSII-K)	psbK sml0005	sml0005	Synechocystis sp. (strain PCC 6803 / Kazusa)	45	GO:0009539; GO:0015979; GO:0030096; GO:0031676	TRANSMEM 16..40; /note="Helical"; /evidence="ECO:0000269|PubMed:34937700, ECO:0000312|PDB:7N8O"	
P17062	reviewed	NDHK2_SYNY3	NAD(P)H-quinone oxidoreductase subunit K 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit K 2) (NDH-1 subunit K 2) (NDH-K 2)	ndhK2 psbG2 sll8031	sll8031	Synechocystis sp. (strain PCC 6803 / Kazusa)	219	GO:0005506; GO:0008137; GO:0009060; GO:0015990; GO:0019684; GO:0031676; GO:0045272; GO:0048038; GO:0051539		
P28463	reviewed	HEM1_SYNY3	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA slr1808	slr1808	Synechocystis sp. (strain PCC 6803 / Kazusa)	427	GO:0006782; GO:0008883; GO:0015995; GO:0050661		
P29254	reviewed	PSAA_SYNY3	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA)	psaA slr1834	slr1834	Synechocystis sp. (strain PCC 6803 / Kazusa)	751	GO:0000287; GO:0009055; GO:0015979; GO:0016168; GO:0030094; GO:0031676; GO:0051539	TRANSMEM 72..95; /note="Helical; Name=I"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 158..181; /note="Helical; Name=II"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 197..221; /note="Helical; Name=III"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 293..311; /note="Helical; Name=IV"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 348..371; /note="Helical; Name=V"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 387..413; /note="Helical; Name=VI"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 435..457; /note="Helical; Name=VII"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 532..550; /note="Helical; Name=VIII"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 590..611; /note="Helical; Name=IX"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 665..687; /note="Helical; Name=X"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"; TRANSMEM 725..745; /note="Helical; Name=XI"; /evidence="ECO:0000255|HAMAP-Rule:MF_00458"	
P55038	reviewed	GLTS_SYNY3	Ferredoxin-dependent glutamate synthase 2 (EC 1.4.7.1) (FD-GOGAT)	gltS sll1499	sll1499	Synechocystis sp. (strain PCC 6803 / Kazusa)	1556	GO:0006537; GO:0016040; GO:0016041; GO:0019676; GO:0046872; GO:0051538; GO:0097054		
P72781	reviewed	RRE1_SYNY3	Response regulator Rre1	rre1 ycf29 slr1783	slr1783	Synechocystis sp. (strain PCC 6803 / Kazusa)	231	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993		
P73138	reviewed	FRMA_SYNY3	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284) (Alcohol dehydrogenase class-3) (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-)	frmA sll0990	sll0990	Synechocystis sp. (strain PCC 6803 / Kazusa)	369	GO:0004024; GO:0005829; GO:0006069; GO:0008270; GO:0046294; GO:0051903; GO:0106321; GO:0106322		
P73245	reviewed	HEMW_SYNY3	Heme chaperone HemW (Oxygen-independent coproporphyrinogen-III oxidase-like protein sll1917)	hemW sll1917	sll1917	Synechocystis sp. (strain PCC 6803 / Kazusa)	412	GO:0004109; GO:0005737; GO:0006779; GO:0046872; GO:0051537; GO:0051539		
P73563	reviewed	HLIC_SYNY3	High light-inducible protein HliC (Small Cab-like protein ScpB)	hliC scpB ssl1633	ssl1633	Synechocystis sp. (strain PCC 6803 / Kazusa)	47	GO:0016168; GO:0042651; GO:1990066	TRANSMEM 15..36; /evidence="ECO:0000305|PubMed:29280045"	
P73881	reviewed	COABC_SYNY3	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC dfp sll0250	sll0250	Synechocystis sp. (strain PCC 6803 / Kazusa)	402	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872; GO:0071513		
P74103	reviewed	FRP_SYNY3	Fluorescence recovery protein (FRP)	frp slr1964	slr1964	Synechocystis sp. (strain PCC 6803 / Kazusa)	109	GO:0031676		
P74104	reviewed	RIBBA_SYNY3	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA ribA sll1894	sll1894	Synechocystis sp. (strain PCC 6803 / Kazusa)	556	GO:0000287; GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0008686; GO:0009231; GO:0030145		
P74165	reviewed	BMGDS_SYNY3	Beta-monoglucosyldiacylglycerol synthase (Beta-MGS) (MGlcDAG synthase) (EC 2.4.1.336) (UDP-glucose:1,2-diacylglycerol 3-beta-D-glucosyltransferase)	sll1377	sll1377	Synechocystis sp. (strain PCC 6803 / Kazusa)	479	GO:0000287; GO:0005886; GO:0006071; GO:0016758; GO:0046467	TRANSMEM 48..68; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 363..383; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 389..409; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 428..448; /note="Helical"; /evidence="ECO:0000255"	
P74217	reviewed	NNR_SYNY3	Bifunctional NAD(P)H-hydrate repair enzyme Nnr (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)]	nnr sll1433	sll1433	Synechocystis sp. (strain PCC 6803 / Kazusa)	524	GO:0005524; GO:0046496; GO:0046872; GO:0052855; GO:0052856; GO:0052857; GO:0110051		
P74290	reviewed	FPG_SYNY3	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg slr1689	slr1689	Synechocystis sp. (strain PCC 6803 / Kazusa)	287	GO:0003684; GO:0003906; GO:0006284; GO:0008270; GO:0034039; GO:0140078		
P74367	reviewed	PSB27_SYNY3	Photosystem II lipoprotein Psb27 (Photosystem II 11 kDa protein)	psb27 slr1645	slr1645	Synechocystis sp. (strain PCC 6803 / Kazusa)	134	GO:0010206; GO:0010207; GO:0030096; GO:0031676; GO:0031977		
Q05972	reviewed	CH601_SYNY3	Chaperonin GroEL 1 (EC 5.6.1.7) (60 kDa chaperonin 1) (Chaperonin-60 1) (Cpn60 1)	groEL1 cpn60-1 groL1 slr2076	slr2076	Synechocystis sp. (strain PCC 6803 / Kazusa)	541	GO:0005524; GO:0009408; GO:0016853; GO:0042026; GO:0051082; GO:0051085; GO:0140662; GO:1990220		
Q06473	reviewed	COX1_SYNY3	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I) (Oxidase aa(3) subunit 1)	ctaD slr1137	slr1137	Synechocystis sp. (strain PCC 6803 / Kazusa)	551	GO:0004129; GO:0005886; GO:0006119; GO:0009060; GO:0015990; GO:0020037; GO:0022904; GO:0046872; GO:0070469	TRANSMEM 29..49; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 79..99; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 113..133; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 156..176; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 205..225; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 245..265; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 283..303; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 313..333; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 348..368; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 382..402; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 424..444; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 466..486; /note="Helical"; /evidence="ECO:0000255"	
Q54697	reviewed	PSBI_SYNY3	Photosystem II reaction center protein I (PSII-I) (PSII 4.4 kDa protein)	psbI sml0001	sml0001	Synechocystis sp. (strain PCC 6803 / Kazusa)	38	GO:0009539; GO:0015979; GO:0030096; GO:0031676	TRANSMEM 3..25; /note="Helical"; /evidence="ECO:0000269|PubMed:34937700, ECO:0000312|PDB:7N8O"	
Q55630	reviewed	SASA_SYNY3	Adaptive-response sensory kinase SasA (EC 2.7.13.3) (Sensor histidine kinase Hik8) (Sensor histidine kinase SasA)	sasA hik8 sarA sll0750	sll0750	Synechocystis sp. (strain PCC 6803 / Kazusa)	383	GO:0000155; GO:0005524; GO:0007623; GO:0097167		
Q55669	reviewed	CTPA_SYNY3	Carboxyl-terminal-processing protease (EC 3.4.21.102) (CtpA)	ctpA slr0008	slr0008	Synechocystis sp. (strain PCC 6803 / Kazusa)	427	GO:0004175; GO:0004252; GO:0006508; GO:0007165; GO:0030288; GO:0031979		
Q55843	reviewed	PURQ_SYNY3	Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)	purQ slr0520	slr0520	Synechocystis sp. (strain PCC 6803 / Kazusa)	224	GO:0004359; GO:0004642; GO:0005524; GO:0005737; GO:0006189; GO:0006541		
Q55933	reviewed	RPPA_SYNY3	Response regulator RppA (Regulator of nickel resistance operon NrsR) (Regulator of photosynthesis- and photopigment-related gene expression)	rppA nrsR sll0797	sll0797	Synechocystis sp. (strain PCC 6803 / Kazusa)	234	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993		
P07826	reviewed	PSBA1_SYNY3	Photosystem II protein D1 1 (PSII D1 protein 1) (EC 1.10.3.9) (Photosystem II Q(B) protein 1)	psbA1 psbA-1 slr1181	slr1181	Synechocystis sp. (strain PCC 6803 / Kazusa)	360	GO:0005506; GO:0009523; GO:0009635; GO:0009772; GO:0010242; GO:0016168; GO:0016682; GO:0031676; GO:0045156	TRANSMEM 29..46; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01379"; TRANSMEM 118..133; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01379"; TRANSMEM 142..156; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01379"; TRANSMEM 197..218; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01379"; TRANSMEM 274..288; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01379"	
P19050	reviewed	NDHK1_SYNY3	NAD(P)H-quinone oxidoreductase subunit K 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit K 1) (NDH-1 subunit K 1) (NDH-K 1)	ndhK1 psbG slr1280	slr1280	Synechocystis sp. (strain PCC 6803 / Kazusa)	248	GO:0005506; GO:0008137; GO:0009060; GO:0015990; GO:0019684; GO:0031676; GO:0045272; GO:0048038; GO:0051539		
P27724	reviewed	NDHH_SYNY3	NAD(P)H-quinone oxidoreductase subunit H (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase subunit H) (NDH-1 subunit H) (NDH-H)	ndhH slr0261	slr0261	Synechocystis sp. (strain PCC 6803 / Kazusa)	394	GO:0016655; GO:0019684; GO:0031676; GO:0048038; GO:0051287		
P54205	reviewed	RBL_SYNY3	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL slr0009	slr0009	Synechocystis sp. (strain PCC 6803 / Kazusa)	470	GO:0000287; GO:0004497; GO:0009853; GO:0016984; GO:0019253; GO:0031470		
P72701	reviewed	PSBM_SYNY3	Photosystem II reaction center protein M (PSII-M)	psbM sml0003	sml0003	Synechocystis sp. (strain PCC 6803 / Kazusa)	35	GO:0019684; GO:0030096; GO:0031676	TRANSMEM 7..28; /note="Helical"; /evidence="ECO:0000269|PubMed:34937700, ECO:0000312|PDB:7N8O"	
P72793	reviewed	HEMJ_SYNY3	Protoporphyrinogen IX oxidase (PPO) (Protox) (EC 1.3.99.-)	hemJ slr1790	slr1790	Synechocystis sp. (strain PCC 6803 / Kazusa)	210	GO:0005886; GO:0006782; GO:0046872; GO:0070818	TRANSMEM 22..42; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 74..94; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 103..123; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 141..161; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 165..185; /note="Helical"; /evidence="ECO:0000255"	
P72991	reviewed	FTSH3_SYNY3	ATP-dependent zinc metalloprotease FtsH 3 (EC 3.4.24.-)	ftsH3 slr1604	slr1604	Synechocystis sp. (strain PCC 6803 / Kazusa)	616	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0008270; GO:0009579; GO:0016887; GO:0030163; GO:0031676	TRANSMEM 10..30; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01458"; TRANSMEM 109..129; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01458"	
P73179	reviewed	FTSH1_SYNY3	ATP-dependent zinc metalloprotease FtsH 1 (EC 3.4.24.-)	ftsH1 slr1390	slr1390	Synechocystis sp. (strain PCC 6803 / Kazusa)	665	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0008270; GO:0016887; GO:0030163; GO:0031676	TRANSMEM 22..42; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01458"; TRANSMEM 160..180; /note="Helical"; /evidence="ECO:0000255|HAMAP-Rule:MF_01458"	
P73335	reviewed	DTD3_SYNY3	D-aminoacyl-tRNA deacylase (EC 3.1.1.96) (D-tyrosyl-tRNA deacylase)	dtd3 sll1786	sll1786	Synechocystis sp. (strain PCC 6803 / Kazusa)	261	GO:0004536; GO:0005829; GO:0019478; GO:0046872; GO:0051499		
P73545	reviewed	PHAP_SYNY3	Phasin PhaP (GA13)	phaP ssl2501	ssl2501	Synechocystis sp. (strain PCC 6803 / Kazusa)	89	GO:0031676; GO:0042619; GO:0070088		
P73824	reviewed	GPX2_SYNY3	Hydroperoxy fatty acid reductase Gpx2 (EC 1.11.1.22)	gpx2 slr1992	slr1992	Synechocystis sp. (strain PCC 6803 / Kazusa)	154	GO:0004602; GO:0034599		
P73860	reviewed	KAIC2_SYNY3	Circadian clock protein KaiC2 (EC 2.7.11.1) (EC 3.6.4.-)	kaiC2 sll1595	sll1595	Synechocystis sp. (strain PCC 6803 / Kazusa)	568	GO:0005524; GO:0016301; GO:0016310; GO:0016887		
P73955	reviewed	NADK1_SYNY3	NAD kinase 1 (EC 2.7.1.23) (ATP-dependent NAD kinase 1)	nadK1 sll1415	sll1415	Synechocystis sp. (strain PCC 6803 / Kazusa)	307	GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0016310; GO:0019674; GO:0046872; GO:0051287		
P74061	reviewed	RPE_SYNY3	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe sll0807	sll0807	Synechocystis sp. (strain PCC 6803 / Kazusa)	230	GO:0004750; GO:0005829; GO:0009052; GO:0019323; GO:0046872		
P74122	reviewed	ARGJ_SYNY3	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ sll1883	sll1883	Synechocystis sp. (strain PCC 6803 / Kazusa)	413	GO:0004042; GO:0004358; GO:0005737; GO:0006526; GO:0006592; GO:0103045		
P74208	reviewed	PYRG_SYNY3	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG sll1443	sll1443	Synechocystis sp. (strain PCC 6803 / Kazusa)	552	GO:0003883; GO:0004359; GO:0005524; GO:0005829; GO:0006241; GO:0006541; GO:0019856; GO:0042802; GO:0044210; GO:0046872		
